experiment_id,day_number,visitors_control,visitors_treatment,conversions_control,conversions_treatment,conversion_rate_control,conversion_rate_treatment,observed_lift,daily_visitors_this_day,daily_conversions_control,daily_conversions_treatment,sample_size_progress,device_type,region,traffic_source,segment,experiment_category,baseline_conversion_rate,true_treatment_effect,effect_type,final_outcome,final_p_value,final_z_statistic,final_lift,winner_binary
411,13,6742,6742,537,518,0.07965,0.076832,-0.002818,564,38,41,0.9498,Mobile,EU,Paid,New Users,Landing Page,0.08428331839037052,0.0,null,inconclusive,0.64225365242381,-0.464550129925923,-0.0020732550103662734,0
411,14,7235,7235,573,558,0.079198,0.077125,-0.002073,493,36,40,1.0193,Mobile,EU,Paid,New Users,Landing Page,0.08428331839037052,0.0,null,inconclusive,0.64225365242381,-0.464550129925923,-0.0020732550103662734,0
412,1,1369,1369,253,248,0.184806,0.181154,-0.003652,1369,253,248,0.0627,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,2,2942,2942,580,556,0.197145,0.188987,-0.008158,1573,327,308,0.1348,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,3,4568,4568,871,852,0.190674,0.186515,-0.004159,1626,291,296,0.2093,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,4,6309,6309,1203,1180,0.19068,0.187034,-0.003646,1741,332,328,0.2891,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,5,7977,7977,1505,1490,0.188667,0.186787,-0.00188,1668,302,310,0.3655,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,6,9751,9751,1848,1828,0.189519,0.187468,-0.002051,1774,343,338,0.4468,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,7,11432,11432,2153,2149,0.188331,0.187981,-0.00035,1681,305,321,0.5238,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,8,12896,12896,2434,2408,0.188741,0.186725,-0.002016,1464,281,259,0.5909,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,9,14477,14477,2746,2692,0.18968,0.18595,-0.00373,1581,312,284,0.6633,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,10,16016,16016,3040,2992,0.18981,0.186813,-0.002997,1539,294,300,0.7338,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,11,17605,17605,3366,3293,0.191196,0.187049,-0.004147,1589,326,301,0.8066,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,12,19197,19197,3679,3600,0.191645,0.187529,-0.004115,1592,313,307,0.8795,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,13,20850,20850,3989,3890,0.191319,0.186571,-0.004748,1653,310,290,0.9553,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
412,14,22213,22213,4240,4160,0.190879,0.187278,-0.003601,1363,251,270,1.0177,Mobile,US,Social,New Users,Pricing,0.19151053439863686,0.0,null,inconclusive,0.33239250678765186,-0.9693060596548704,-0.0036014946202674036,0
413,1,977,977,212,144,0.216991,0.14739,-0.069601,977,212,144,0.0738,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,2,1998,1998,404,286,0.202202,0.143143,-0.059059,1021,192,142,0.151,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,3,2928,2928,576,428,0.196721,0.146175,-0.050546,930,172,142,0.2213,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,4,3863,3863,753,557,0.194926,0.144188,-0.050738,935,177,129,0.292,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,5,4682,4682,930,687,0.198633,0.146732,-0.051901,819,177,130,0.3539,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,6,5747,5747,1120,849,0.194884,0.147729,-0.047155,1065,190,162,0.4344,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,7,6790,6790,1324,994,0.194993,0.146392,-0.048601,1043,204,145,0.5132,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,8,7706,7706,1523,1130,0.197638,0.146639,-0.050999,916,199,136,0.5825,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,9,8726,8726,1714,1281,0.196424,0.146803,-0.049622,1020,191,151,0.6596,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,10,9618,9618,1882,1415,0.195675,0.14712,-0.048555,892,168,134,0.727,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,11,10628,10628,2073,1561,0.195051,0.146876,-0.048175,1010,191,146,0.8033,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,12,11577,11577,2261,1708,0.195301,0.147534,-0.047767,949,188,147,0.8751,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,13,12510,12510,2433,1838,0.194484,0.146922,-0.047562,933,172,130,0.9456,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
413,14,13329,13329,2587,1955,0.194088,0.146673,-0.047415,819,154,117,1.0075,Mobile,APAC,Paid,Returning,CTA,0.19160321497938454,-0.049465789399878834,negative,control_wins,0.0,-10.29565555177782,-0.04741541000825267,0
414,1,1184,1184,140,102,0.118243,0.086149,-0.032095,1184,140,102,0.0775,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,2,2162,2162,260,200,0.120259,0.092507,-0.027752,978,120,98,0.1415,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,3,3169,3169,377,296,0.118965,0.093405,-0.02556,1007,117,96,0.2075,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,4,4316,4316,508,402,0.117702,0.093142,-0.02456,1147,131,106,0.2826,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,5,5562,5562,672,527,0.12082,0.09475,-0.02607,1246,164,125,0.3641,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,6,6612,6612,811,634,0.122656,0.095886,-0.02677,1050,139,107,0.4329,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,7,7614,7614,939,716,0.123325,0.094037,-0.029288,1002,128,82,0.4985,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,8,8825,8825,1108,825,0.125552,0.093484,-0.032068,1211,169,109,0.5778,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,9,9817,9817,1222,937,0.124478,0.095447,-0.029031,992,114,112,0.6427,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,10,10972,10972,1360,1041,0.123952,0.094878,-0.029074,1155,138,104,0.7183,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,11,11910,11910,1478,1135,0.124097,0.095298,-0.028799,938,118,94,0.7798,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,12,12843,12843,1609,1224,0.125282,0.095305,-0.029977,933,131,89,0.8408,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,13,13918,13918,1743,1322,0.125234,0.094985,-0.030249,1075,134,98,0.9112,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
414,14,15060,15060,1885,1410,0.125166,0.093625,-0.031541,1142,142,88,0.986,Mobile,APAC,Paid,New Users,Checkout,0.12748444098095865,-0.03647049617476652,negative,control_wins,0.0,-8.768463905829435,-0.03154050464807437,0
415,1,655,655,86,120,0.131298,0.183206,0.051908,655,86,120,0.0815,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,2,1302,1302,166,238,0.127496,0.182796,0.0553,647,80,118,0.162,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,3,1876,1876,237,338,0.126333,0.180171,0.053838,574,71,100,0.2334,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,4,2401,2401,295,434,0.122865,0.180758,0.057893,525,58,96,0.2988,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,5,2956,2956,372,507,0.125846,0.171516,0.04567,555,77,73,0.3678,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,6,3549,3549,446,609,0.125669,0.171598,0.045928,593,74,102,0.4416,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,7,4102,4102,516,695,0.125792,0.16943,0.043637,553,70,86,0.5105,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,8,4711,4711,593,807,0.125876,0.171301,0.045426,609,77,112,0.5862,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,9,5335,5335,683,907,0.128022,0.170009,0.041987,624,90,100,0.6639,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,10,5858,5858,755,982,0.128884,0.167634,0.03875,523,72,75,0.729,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,11,6415,6415,824,1080,0.128449,0.168355,0.039906,557,69,98,0.7983,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,12,7067,7067,918,1199,0.1299,0.169662,0.039762,652,94,119,0.8794,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,13,7597,7597,995,1294,0.130973,0.17033,0.039358,530,77,95,0.9454,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
415,14,8144,8144,1079,1398,0.13249,0.17166,0.03917,547,84,104,1.0134,Mobile,US,Organic,Returning,Checkout,0.1374123260688659,0.031013377213317428,positive,treatment_wins,3.3872904481313526e-12,6.960637188142294,0.03916994106090374,1
416,1,1409,1409,134,132,0.095103,0.093683,-0.001419,1409,134,132,0.0818,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,2,2631,2631,262,270,0.099582,0.102623,0.003041,1222,128,138,0.1527,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,3,3746,3746,399,396,0.106514,0.105713,-0.000801,1115,137,126,0.2174,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,4,4923,4923,527,523,0.107049,0.106236,-0.000813,1177,128,127,0.2857,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,5,5975,5975,637,607,0.106611,0.10159,-0.005021,1052,110,84,0.3467,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,6,7082,7082,752,737,0.106185,0.104067,-0.002118,1107,115,130,0.4109,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,7,8252,8252,870,884,0.105429,0.107126,0.001697,1170,118,147,0.4788,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,8,9503,9503,990,1024,0.104178,0.107755,0.003578,1251,120,140,0.5514,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,9,10597,10597,1103,1143,0.104086,0.107861,0.003775,1094,113,119,0.6149,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,10,11892,11892,1255,1274,0.105533,0.107131,0.001598,1295,152,131,0.69,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,11,13250,13250,1389,1404,0.10483,0.105962,0.001132,1358,134,130,0.7688,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,12,14507,14507,1543,1526,0.106362,0.105191,-0.001172,1257,154,122,0.8418,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,13,15662,15662,1663,1656,0.106181,0.105734,-0.000447,1155,120,130,0.9088,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
416,14,16753,16753,1788,1771,0.106727,0.105712,-0.001015,1091,125,115,0.9721,Mobile,APAC,Social,New Users,Onboarding,0.10623573873631437,0.0,null,inconclusive,0.7630955720859722,-0.3014182597951273,-0.0010147436280069227,0
417,1,1331,1331,100,90,0.075131,0.067618,-0.007513,1331,100,90,0.0608,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,2,2813,2813,212,213,0.075364,0.07572,0.000355,1482,112,123,0.1285,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,3,4282,4282,328,334,0.0766,0.078001,0.001401,1469,116,121,0.1956,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,4,5663,5663,432,441,0.076285,0.077874,0.001589,1381,104,107,0.2586,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,5,7297,7297,571,569,0.078251,0.077977,-0.000274,1634,139,128,0.3333,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,6,9091,9091,711,735,0.078209,0.080849,0.00264,1794,140,166,0.4152,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,7,10843,10843,849,882,0.078299,0.081343,0.003043,1752,138,147,0.4952,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,8,12291,12291,974,1001,0.079245,0.081442,0.002197,1448,125,119,0.5613,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,9,13981,13981,1118,1132,0.079966,0.080967,0.001001,1690,144,131,0.6385,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,10,15749,15749,1268,1262,0.080513,0.080132,-0.000381,1768,150,130,0.7193,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,11,17503,17503,1409,1396,0.0805,0.079758,-0.000743,1754,141,134,0.7994,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,12,19247,19247,1546,1547,0.080324,0.080376,5.2e-05,1744,137,151,0.879,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,13,20945,20945,1690,1683,0.080688,0.080353,-0.000334,1698,144,136,0.9566,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
417,14,22411,22411,1810,1802,0.080764,0.080407,-0.000357,1466,120,119,1.0235,Desktop,US,Organic,Returning,Checkout,0.07984583118867097,0.0,null,inconclusive,0.8895902714059241,-0.13882268007971518,-0.000356967560572935,0
418,1,286,286,27,30,0.094406,0.104895,0.01049,286,27,30,0.0623,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,2,641,641,66,60,0.102964,0.093604,-0.00936,355,39,30,0.1396,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,3,1016,1016,105,92,0.103346,0.090551,-0.012795,375,39,32,0.2213,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,4,1301,1301,130,115,0.099923,0.088394,-0.01153,285,25,23,0.2833,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,5,1658,1658,159,156,0.095899,0.094089,-0.001809,357,29,41,0.3611,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,6,1960,1960,190,187,0.096939,0.095408,-0.001531,302,31,31,0.4268,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,7,2258,2258,207,222,0.091674,0.098317,0.006643,298,17,35,0.4917,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,8,2605,2605,229,257,0.087908,0.098656,0.010749,347,22,35,0.5673,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,9,2888,2888,265,289,0.091759,0.100069,0.00831,283,36,32,0.6289,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,10,3212,3212,287,324,0.089352,0.100872,0.011519,324,22,35,0.6995,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,11,3490,3490,313,359,0.089685,0.102865,0.013181,278,26,35,0.76,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,12,3823,3823,336,387,0.087889,0.101229,0.01334,333,23,28,0.8325,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,13,4147,4147,366,418,0.088257,0.100796,0.012539,324,30,31,0.9031,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
418,14,4515,4515,398,449,0.088151,0.099446,0.011296,368,32,31,0.9832,Desktop,APAC,Organic,New Users,Checkout,0.08587297271288571,0.021917226893148203,positive,inconclusive,0.06564499183133288,1.8408401180980702,0.011295681063122925,0
419,1,1369,1369,217,192,0.15851,0.140248,-0.018262,1369,217,192,0.0805,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,2,2444,2444,377,341,0.154255,0.139525,-0.01473,1075,160,149,0.1438,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,3,3673,3673,560,503,0.152464,0.136945,-0.015519,1229,183,162,0.2161,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,4,4819,4819,717,657,0.148786,0.136335,-0.012451,1146,157,154,0.2835,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,5,6170,6170,906,840,0.14684,0.136143,-0.010697,1351,189,183,0.363,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,6,7455,7455,1095,1023,0.146881,0.137223,-0.009658,1285,189,183,0.4386,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,7,8568,8568,1266,1186,0.147759,0.138422,-0.009337,1113,171,163,0.5041,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,8,9612,9612,1400,1340,0.145651,0.139409,-0.006242,1044,134,154,0.5655,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,9,10750,10750,1557,1487,0.144837,0.138326,-0.006512,1138,157,147,0.6325,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,10,11795,11795,1684,1642,0.142772,0.139212,-0.003561,1045,127,155,0.694,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,11,12878,12878,1823,1776,0.141559,0.13791,-0.00365,1083,139,134,0.7577,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,12,14141,14141,1994,1969,0.141008,0.139241,-0.001768,1263,171,193,0.832,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,13,15444,15444,2207,2145,0.142903,0.138889,-0.004015,1303,213,176,0.9087,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
419,14,16646,16646,2379,2315,0.142917,0.139072,-0.003845,1202,172,170,0.9794,Desktop,LATAM,Email,New Users,Onboarding,0.14432813753309653,0.0,null,inconclusive,0.31351016194131764,-1.0078839826430543,-0.003844767511714531,0
420,1,2131,2131,332,405,0.155795,0.190052,0.034256,2131,332,405,0.0761,Mobile,US,Paid,New Users,Pricing,0.1579036700044056,0.02906927400914399,positive,treatment_wins,0.0,9.02543357442318,0.02906471695381499,1
420,2,3852,3852,618,755,0.160436,0.196002,0.035566,1721,286,350,0.1376,Mobile,US,Paid,New Users,Pricing,0.1579036700044056,0.02906927400914399,positive,treatment_wins,0.0,9.02543357442318,0.02906471695381499,1
420,3,6010,6010,977,1168,0.162562,0.194343,0.03178,2158,359,413,0.2148,Mobile,US,Paid,New Users,Pricing,0.1579036700044056,0.02906927400914399,positive,treatment_wins,0.0,9.02543357442318,0.02906471695381499,1
420,4,7721,7721,1247,1481,0.161508,0.191815,0.030307,1711,270,313,0.2759,Mobile,US,Paid,New Users,Pricing,0.1579036700044056,0.02906927400914399,positive,treatment_wins,0.0,9.02543357442318,0.02906471695381499,1
